Name,Team,AVG,OBP,SLG,OPS,BABIP,wRC+,xBA,wOBA,xwOBA,ERA,ERA-,FIP,xFIP,FIP-,xFIP-,WHIP,SIERA
Jovani Moran,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,126.0,3.82,4.46,90.0,104.0,1.46,4.48
Juan Soto,SDP,0.275,0.41,0.519,0.93,0.296,155.0,0.281,0.395,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Then,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,120.0,6.44,4.24,154.0,99.0,1.45,3.96
Juan Yepez,STL,0.183,0.246,0.3,0.546,0.237,51.0,0.242,0.243,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Merryweather,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,78.0,3.52,3.61,81.0,83.0,1.31,3.43
Julio Rodriguez,SEA,0.275,0.333,0.485,0.818,0.33,126.0,0.275,0.347,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julio Teheran,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,100.0,4.93,4.67,112.0,107.0,1.13,4.58
Julio Urias,LAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,108.0,4.69,4.13,106.0,94.0,1.16,3.9
Juniel Querecuto,STL,0.1,0.143,0.15,0.293,0.143,-22.0,0.195,0.134,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Caminero,TBR,0.235,0.278,0.353,0.631,0.28,77.0,0.222,0.276,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jurickson Profar,- - -,0.242,0.321,0.368,0.689,0.279,76.0,0.245,0.304,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Bruihl,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,121.0,4.11,4.84,92.0,110.0,1.39,4.49
Justin Garza,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,162.0,5.66,5.87,131.0,137.0,1.85,5.24
Justin Lawrence,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,74.0,3.76,4.26,81.0,97.0,1.35,4.11
Justin Martinez,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,287.0,6.96,6.17,164.0,141.0,2.4,5.4
Justin Steele,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,71.0,3.02,3.32,70.0,76.0,1.17,3.61
Justin Topa,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,64.0,3.15,3.55,76.0,83.0,1.14,3.47
Justin Turner,BOS,0.276,0.345,0.455,0.8,0.304,114.0,0.259,0.346,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Verlander,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,77.0,3.85,4.56,90.0,105.0,1.13,4.43
Kaleb Ort,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,138.0,5.86,5.28,136.0,123.0,1.57,4.4
Karl Kauffmann,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23,163.0,5.91,6.28,128.0,143.0,1.66,5.98
Ke'Bryan Hayes,PIT,0.271,0.309,0.453,0.762,0.315,101.0,0.269,0.324,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keaton Winn,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,111.0,4.37,3.89,104.0,89.0,1.04,3.72
Keegan Akin,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,164.0,2.96,3.89,70.0,91.0,1.77,3.67
Keegan Thompson,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,109.0,4.44,5.44,102.0,124.0,1.36,5.2
Keibert Ruiz,WSN,0.26,0.308,0.409,0.717,0.263,93.0,0.272,0.31,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Caceres,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,155.0,6.26,7.5,142.0,175.0,3.0,7.64
Ken Waldichuk,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,131.0,5.3,5.08,127.0,119.0,1.56,4.9
Kendall Graveman,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,73.0,4.88,4.81,111.0,112.0,1.31,4.53
Kenley Jansen,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,80.0,3.66,4.61,85.0,108.0,1.28,3.86
Kenny Rosenberg,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,88.0,4.04,4.87,92.0,114.0,1.48,4.67
Kenta Maeda,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,100.0,4.02,3.98,95.0,93.0,1.17,3.76
Kerry Carpenter,DET,0.278,0.34,0.471,0.811,0.338,121.0,0.258,0.347,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ketel Marte,ARI,0.276,0.358,0.485,0.844,0.3,127.0,0.266,0.361,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Gausman,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,75.0,2.97,3.22,68.0,75.0,1.18,3.34
Kevin Ginkel,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,57.0,2.86,3.6,68.0,82.0,0.98,3.46
Kevin Herget,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,113.0,5.31,5.62,115.0,128.0,1.32,5.16
Kevin Kelly,TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,76.0,3.09,4.28,75.0,100.0,1.01,3.83
Kevin Kiermaier,TOR,0.265,0.322,0.419,0.741,0.321,104.0,0.258,0.32,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Newman,CIN,0.253,0.311,0.364,0.675,0.28,78.0,0.271,0.296,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Padlo,LAA,0.125,0.125,0.25,0.375,0.125,-13.0,0.15,0.155,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Pillar,ATL,0.228,0.248,0.416,0.664,0.255,71.0,0.255,0.28,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Smith,OAK,0.185,0.22,0.326,0.546,0.253,49.0,0.178,0.236,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keynan Middleton,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,78.0,4.2,3.26,95.0,76.0,1.24,3.34
Kirby Snead,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,113.0,4.37,4.81,105.0,112.0,1.71,4.91
Kirby Yates,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,74.0,4.63,4.34,107.0,99.0,1.19,3.9
Kodai Senga,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,71.0,3.63,3.77,84.0,86.0,1.22,4.0
Kody Clemens,PHI,0.23,0.277,0.367,0.644,0.295,73.0,0.222,0.281,0.27,3.38,77.0,5.88,7.74,131.0,177.0,2.63,7.95
Kody Funderburk,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,18.0,2.67,2.55,63.0,60.0,0.92,2.49
Kolby Allard,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,148.0,4.23,4.4,98.0,100.0,1.62,4.27
Kole Calhoun,CLE,0.217,0.282,0.376,0.657,0.241,81.0,0.234,0.286,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolten Wong,- - -,0.183,0.256,0.263,0.519,0.218,48.0,0.214,0.236,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolton Ingram,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,194.0,8.32,6.23,190.0,146.0,2.44,5.21
Konnor Pilkington,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,5.24,65.0,122.0,1.0,4.43
Korey Lee,CHW,0.077,0.143,0.138,0.281,0.091,-27.0,0.188,0.134,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Bryant,COL,0.233,0.313,0.367,0.68,0.27,73.0,0.245,0.302,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Bubic,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,88.0,2.63,3.57,62.0,83.0,1.31,3.55
Kutter Crawford,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,89.0,3.83,4.32,89.0,101.0,1.11,3.93
Kyle Barraclough,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91,284.0,11.21,9.14,260.0,214.0,2.61,6.56
Kyle Bradish,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,68.0,3.27,3.53,78.0,82.0,1.04,3.76
Kyle Farmer,MIN,0.256,0.317,0.408,0.725,0.311,101.0,0.249,0.316,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Finnegan,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,86.0,4.58,4.0,103.0,91.0,1.3,3.99
Kyle Freeland,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,100.0,5.3,5.13,115.0,117.0,1.47,5.24
Kyle Garlick,MIN,0.179,0.233,0.429,0.662,0.2,77.0,0.2,0.28,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Gibson,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,113.0,4.13,4.13,98.0,96.0,1.32,4.4
Kyle Harrison,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,99.0,5.53,5.01,132.0,114.0,1.15,4.45
Kyle Hendricks,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,86.0,3.81,4.42,88.0,101.0,1.2,4.63
Kyle Higashioka,NYY,0.236,0.274,0.413,0.687,0.292,86.0,0.237,0.293,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Hurt,LAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.08,6.0,25.0,0.0,0.7
Kyle Isbel,KCR,0.24,0.282,0.38,0.662,0.283,75.0,0.244,0.286,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Leahy,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,506.0,19.46,14.63,451.0,334.0,5.4,9.86
Kyle Lewis,ARI,0.157,0.204,0.255,0.459,0.241,21.0,0.176,0.204,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Muller,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,186.0,6.14,5.5,147.0,128.0,1.96,5.47
Kyle Nelson,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,95.0,4.45,3.56,105.0,81.0,1.3,3.19
Kyle Nicolas,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81,266.0,5.88,4.68,134.0,107.0,2.06,4.42
Kyle Schwarber,PHI,0.197,0.343,0.474,0.817,0.209,119.0,0.219,0.35,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Stowers,BAL,0.067,0.152,0.067,0.218,0.111,-36.0,0.144,0.117,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Tucker,HOU,0.284,0.369,0.517,0.886,0.289,140.0,0.288,0.372,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Wright,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,157.0,5.19,4.05,120.0,93.0,1.84,4.23
Kyren Paris,LAA,0.1,0.2,0.1,0.3,0.174,-12.0,0.172,0.156,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMonte Wade Jr.,SFG,0.256,0.373,0.417,0.79,0.29,122.0,0.262,0.347,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Lynn,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,133.0,5.53,4.5,124.0,104.0,1.39,4.33
Lane Ramsey,CHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,135.0,3.46,5.04,77.0,118.0,1.7,4.62
Lane Thomas,WSN,0.268,0.315,0.468,0.783,0.325,109.0,0.254,0.334,0.319,27.0,615.0,14.26,4.56,321.0,104.0,3.0,3.93
Lars Nootbaar,STL,0.261,0.367,0.418,0.784,0.307,118.0,0.263,0.344,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawrence Butler,OAK,0.211,0.24,0.341,0.582,0.259,60.0,0.23,0.251,0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lenyn Sosa,CHW,0.201,0.224,0.348,0.571,0.227,47.0,0.253,0.241,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leody Taveras,TEX,0.266,0.312,0.421,0.733,0.318,98.0,0.27,0.316,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levi Stoudt,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,208.0,5.09,5.6,110.0,128.0,2.32,5.77
Liam Hendriks,CHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,125.0,5.26,4.64,118.0,108.0,1.0,4.42
Liover Peguero,PIT,0.237,0.28,0.374,0.653,0.32,74.0,0.225,0.284,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Livan Soto,LAA,0.222,0.417,0.222,0.639,0.286,102.0,0.228,0.321,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Allen,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,91.0,4.19,4.28,99.0,100.0,1.4,4.49
Logan Gilbert,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,91.0,3.85,3.76,92.0,88.0,1.08,3.78
Logan Gillaspie,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,143.0,6.37,5.13,151.0,120.0,2.11,4.95
Logan O'Hoppe,LAA,0.236,0.296,0.5,0.796,0.24,113.0,0.26,0.337,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Porter,KCR,0.194,0.324,0.323,0.647,0.263,83.0,0.194,0.297,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Webb,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,77.0,3.16,2.95,76.0,67.0,1.07,3.16
Louie Varland,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,110.0,5.02,3.81,119.0,89.0,1.22,3.77
Lourdes Gurriel Jr.,ARI,0.261,0.309,0.463,0.772,0.282,106.0,0.262,0.329,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Erceg,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,116.0,3.31,4.55,79.0,106.0,1.58,4.29
Lucas Giolito,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,114.0,5.27,4.45,120.0,104.0,1.31,4.21
Lucas Luetge,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,163.0,4.86,4.54,113.0,104.0,1.76,4.39
Lucas Sims,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,67.0,4.37,5.53,95.0,126.0,1.18,4.58
Luis Arraez,MIA,0.354,0.393,0.469,0.861,0.362,132.0,0.325,0.369,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Campusano,SDP,0.319,0.356,0.491,0.847,0.331,134.0,0.3,0.364,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Castillo,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,81.0,3.81,3.81,91.0,89.0,1.1,3.74
Luis Cessa,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,196.0,5.41,5.63,117.0,128.0,2.23,6.14
Luis Frias,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,93.0,4.67,5.39,110.0,123.0,1.52,5.01
Luis Garcia,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,94.0,3.63,4.14,86.0,97.0,1.3,4.08
Luis Garcia,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,98.0,4.29,4.01,99.0,92.0,1.39,3.82
Luis Garcia,WSN,0.266,0.304,0.385,0.688,0.286,84.0,0.262,0.297,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Guillorme,NYM,0.224,0.288,0.327,0.615,0.291,70.0,0.188,0.269,0.231,0.0,0.0,3.26,8.22,75.0,188.0,1.0,10.75
Luis Matos,SFG,0.25,0.319,0.342,0.661,0.285,87.0,0.26,0.295,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Medina,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,133.0,4.76,4.77,114.0,111.0,1.51,4.8
Luis Ortiz,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,75.0,3.04,3.75,68.0,86.0,1.47,3.79
Luis Ortiz,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,108.0,5.57,5.38,127.0,123.0,1.7,5.62
Luis Patino,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,108.0,5.33,5.29,122.0,123.0,1.62,5.36
Luis Rengifo,LAA,0.264,0.339,0.444,0.783,0.293,114.0,0.244,0.339,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Robert,CHW,0.264,0.315,0.542,0.857,0.314,128.0,0.259,0.358,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Severino,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,159.0,6.14,4.83,142.0,113.0,1.65,4.78
Luis Torrens,- - -,0.25,0.3,0.357,0.657,0.368,82.0,0.229,0.289,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Urias,- - -,0.194,0.337,0.299,0.636,0.25,83.0,0.181,0.298,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Jackson,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,71.0,3.29,3.5,79.0,80.0,1.23,3.4
Luke Little,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,2.65,44.0,61.0,1.35,2.86
Luke Maile,CIN,0.235,0.308,0.391,0.699,0.29,86.0,0.237,0.307,0.32,16.62,361.0,15.26,9.36,330.0,214.0,2.77,9.09
Luke Raley,TBR,0.249,0.333,0.49,0.824,0.33,130.0,0.225,0.353,0.329,30.37,743.0,12.26,6.23,298.0,145.0,4.12,5.59
Luke Voit,MIL,0.221,0.284,0.265,0.548,0.366,53.0,0.226,0.251,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Weaver,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,142.0,5.61,4.7,123.0,108.0,1.58,4.65
Luke Williams,- - -,0.053,0.053,0.053,0.105,0.083,-75.0,0.059,0.046,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Williams,LAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,6.56,73.0,150.0,0.0,7.57
Luken Baker,STL,0.209,0.313,0.314,0.627,0.302,79.0,0.233,0.285,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyon Richardson,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64,188.0,9.2,6.6,199.0,151.0,1.92,6.81
MJ Melendez,KCR,0.235,0.316,0.398,0.713,0.311,92.0,0.233,0.31,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MacKenzie Gore,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,101.0,4.89,4.11,110.0,94.0,1.4,4.21
Madison Bumgarner,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.26,234.0,8.06,7.51,190.0,172.0,2.4,7.1
Maikel Garcia,KCR,0.272,0.323,0.358,0.681,0.344,84.0,0.27,0.299,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manny Machado,SDP,0.258,0.319,0.462,0.782,0.268,114.0,0.251,0.334,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manny Pina,OAK,0.25,0.25,0.5,0.75,0.25,103.0,0.231,0.314,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Margot,TBR,0.264,0.31,0.376,0.686,0.306,93.0,0.263,0.299,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcell Ozuna,ATL,0.274,0.346,0.558,0.905,0.293,139.0,0.284,0.381,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Gonzales,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,127.0,4.28,4.83,102.0,113.0,1.46,5.19
Marco Luciano,SFG,0.231,0.333,0.308,0.641,0.409,86.0,0.213,0.293,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Semien,TEX,0.276,0.348,0.478,0.826,0.291,124.0,0.263,0.354,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Stroman,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,91.0,3.58,3.79,83.0,86.0,1.26,4.21
Mark Canha,- - -,0.262,0.355,0.4,0.755,0.293,111.0,0.246,0.333,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Leiter Jr.,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,81.0,3.77,3.66,87.0,84.0,1.12,3.37
Mark Mathias,- - -,0.226,0.333,0.258,0.591,0.298,71.0,0.227,0.278,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Vientos,NYM,0.211,0.253,0.367,0.62,0.264,69.0,0.234,0.267,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Maldonado,HOU,0.191,0.258,0.348,0.606,0.26,66.0,0.185,0.266,0.269,36.0,848.0,22.26,15.87,527.0,371.0,6.0,8.37
Martin Perez,TEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,102.0,4.99,4.96,113.0,116.0,1.4,5.08
Masataka Yoshida,BOS,0.289,0.338,0.445,0.783,0.316,109.0,0.269,0.339,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Englert,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,127.0,5.59,5.02,132.0,117.0,1.5,4.67
Mason McCoy,TOR,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Miller,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,93.0,3.47,4.77,83.0,111.0,1.2,4.34
Mason Thompson,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,125.0,4.03,4.6,91.0,105.0,1.56,4.42
Masyn Winn,STL,0.172,0.23,0.238,0.467,0.196,29.0,0.214,0.211,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barnes,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,125.0,4.15,4.4,96.0,100.0,1.64,4.35
Matt Beaty,- - -,0.23,0.347,0.295,0.642,0.298,85.0,0.191,0.3,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Beaty,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,642.0,4.26,5.91,102.0,135.0,4.0,5.67
Matt Bowman,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,215.0,6.51,4.91,150.0,115.0,2.0,4.92
Matt Brash,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,75.0,2.26,3.05,54.0,71.0,1.33,2.86
Matt Bush,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,219.0,9.35,4.98,212.0,114.0,1.65,4.85
Matt Carasiti,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,125.0,5.02,4.71,109.0,108.0,1.6,4.69
Matt Carpenter,SDP,0.176,0.322,0.319,0.641,0.231,86.0,0.171,0.293,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Chapman,TOR,0.24,0.33,0.424,0.755,0.319,110.0,0.229,0.328,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Dermody,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,149.0,10.76,5.91,250.0,138.0,1.25,5.87
Matt Duffy,KCR,0.251,0.306,0.325,0.631,0.303,72.0,0.266,0.281,0.296,4.5,101.0,11.26,9.72,264.0,227.0,1.5,8.64
Matt Gage,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,64.0,4.16,2.7,98.0,63.0,1.35,3.39
Matt Koch,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,102.0,5.07,4.42,110.0,101.0,1.29,4.23
Matt Krook,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,590.0,9.51,8.32,220.0,194.0,3.5,7.32
Matt Manning,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,83.0,4.81,5.33,113.0,124.0,1.04,5.13
Matt McLain,CIN,0.29,0.357,0.507,0.864,0.385,128.0,0.255,0.37,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
