Name,Team,AVG,OBP,SLG,OPS,BABIP,wRC+,xBA,wOBA,xwOBA,ERA,ERA-,FIP,xFIP,FIP-,xFIP-,WHIP,SIERA
Randy Wynne,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,84.0,4.54,6.67,98.0,152.0,1.71,7.25
Ranger Suarez,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,95.0,3.9,4.05,87.0,92.0,1.42,4.38
Ray Kerr,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,105.0,4.18,3.24,97.0,74.0,1.26,3.09
Reed Garrett,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,154.0,4.83,4.45,112.0,102.0,1.47,4.36
Reese McGuire,BOS,0.267,0.31,0.358,0.668,0.366,78.0,0.202,0.293,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reese Olson,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,93.0,4.01,3.91,94.0,91.0,1.12,4.06
Reid Detmers,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,103.0,4.13,4.27,94.0,100.0,1.35,4.14
Reiss Knehr,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.88,384.0,11.37,6.82,263.0,156.0,2.65,6.56
Reiver Sanmartin,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,154.0,5.4,4.84,117.0,111.0,1.93,5.0
Rene Pinto,TBR,0.252,0.267,0.456,0.723,0.317,98.0,0.253,0.306,0.329,45.0,1101.0,42.26,14.83,1027.0,346.0,5.0,12.04
Reyes Moronta,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,155.0,16.76,9.49,382.0,221.0,5.25,7.83
Reynaldo Lopez,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,76.0,3.91,4.06,88.0,95.0,1.27,3.74
Rich Hill,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,124.0,4.87,4.77,112.0,109.0,1.52,4.8
Richard Bleier,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,116.0,5.11,4.5,119.0,105.0,1.37,4.26
Richard Kerkering,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,68.0,1.26,1.26,28.0,29.0,1.67,2.55
Richard Lovelady,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,113.0,4.54,4.57,109.0,107.0,1.07,3.99
Richie Palacios,STL,0.258,0.307,0.516,0.823,0.234,120.0,0.244,0.346,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Karcher,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,11.22,135.0,256.0,1.0,13.64
Rico Garcia,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26,221.0,8.66,5.92,206.0,138.0,2.14,5.2
Riley Adams,WSN,0.273,0.331,0.476,0.807,0.368,116.0,0.222,0.344,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Greene,DET,0.288,0.349,0.447,0.796,0.384,119.0,0.287,0.344,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roansy Contreras,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59,148.0,5.19,5.2,119.0,119.0,1.57,5.17
Rob Refsnyder,BOS,0.248,0.365,0.317,0.682,0.316,93.0,0.258,0.314,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Zastryzny,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,108.0,4.32,5.85,99.0,134.0,1.79,5.64
Robbie Grossman,TEX,0.238,0.34,0.394,0.734,0.292,102.0,0.222,0.323,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie Ray,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,198.0,5.96,7.44,143.0,174.0,2.7,8.21
Robert Garcia,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,83.0,3.54,3.56,80.0,81.0,1.19,3.69
Robert Stephenson,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,73.0,3.22,2.84,76.0,66.0,0.88,2.4
Robert Suarez,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,102.0,4.48,3.92,104.0,90.0,0.9,4.02
Roberto Perez,SFG,0.133,0.235,0.133,0.369,0.222,13.0,0.201,0.186,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodolfo Castro,- - -,0.211,0.297,0.322,0.618,0.284,69.0,0.185,0.277,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romy Gonzalez,CHW,0.194,0.208,0.376,0.585,0.273,49.0,0.216,0.244,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Marinaccio,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,95.0,4.69,4.79,108.0,112.0,1.31,4.15
Ronald Acuna Jr.,ATL,0.337,0.416,0.596,1.012,0.338,170.0,0.356,0.428,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronel Blanco,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,106.0,5.99,5.12,142.0,119.0,1.48,4.86
Ronny Mauricio,NYM,0.248,0.296,0.347,0.643,0.338,80.0,0.239,0.284,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Stripling,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,127.0,5.21,3.98,124.0,91.0,1.35,4.13
Rougned Odor,SDP,0.203,0.299,0.355,0.654,0.247,86.0,0.239,0.291,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rowdy Tellez,MIL,0.215,0.291,0.376,0.667,0.249,78.0,0.232,0.288,0.303,0.0,0.0,1.26,4.56,29.0,104.0,1.0,4.69
Royce Lewis,MIN,0.309,0.372,0.548,0.921,0.354,155.0,0.264,0.393,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Borucki,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,55.0,3.5,3.94,80.0,90.0,0.74,3.49
Ryan Brasier,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,67.0,3.14,4.04,72.0,93.0,1.02,3.83
Ryan Feltner,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,115.0,4.18,5.3,90.0,121.0,1.68,5.54
Ryan Helsley,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,57.0,2.25,3.24,52.0,74.0,1.06,3.08
Ryan Jeffers,MIN,0.276,0.369,0.49,0.858,0.359,138.0,0.232,0.369,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Kreidler,DET,0.111,0.111,0.111,0.222,0.182,-51.0,0.101,0.098,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan McKenna,BAL,0.254,0.316,0.361,0.677,0.354,90.0,0.221,0.298,0.271,18.0,430.0,3.26,4.91,77.0,115.0,4.0,3.88
Ryan McMahon,COL,0.24,0.322,0.431,0.753,0.326,88.0,0.242,0.325,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mountcastle,BAL,0.27,0.328,0.452,0.779,0.315,114.0,0.272,0.333,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Noda,OAK,0.229,0.364,0.406,0.77,0.347,123.0,0.212,0.342,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan O'Hearn,BAL,0.289,0.322,0.48,0.801,0.34,118.0,0.263,0.339,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Pepiot,LAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,50.0,4.18,3.99,94.0,91.0,0.76,3.57
Ryan Pressly,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,84.0,3.36,3.14,80.0,73.0,1.07,2.99
Ryan Sherriff,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,59.0,3.11,5.34,72.0,125.0,1.2,4.69
Ryan Tepera,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,175.0,6.82,5.49,156.0,127.0,2.06,4.24
Ryan Thompson,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,93.0,4.33,4.41,104.0,102.0,0.91,3.99
Ryan Walker,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,77.0,3.68,3.47,88.0,79.0,1.39,3.45
Ryan Weathers,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,156.0,6.03,5.56,140.0,127.0,1.68,5.51
Ryan Weber,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,75.0,4.51,4.54,104.0,106.0,1.26,4.46
Ryan Yarbrough,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,103.0,4.38,4.65,101.0,108.0,1.23,4.33
Ryder Ryan,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,2.26,54.0,53.0,1.0,4.02
Rylan Bannon,HOU,0.0,0.0,0.0,0.0,0.0,-100.0,0.094,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryne Nelson,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,121.0,5.07,5.3,120.0,121.0,1.42,5.24
Ryne Stanek,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,96.0,4.6,5.06,109.0,118.0,1.24,4.3
Sal Frelick,MIL,0.246,0.341,0.351,0.692,0.286,92.0,0.236,0.309,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvador Perez,KCR,0.255,0.292,0.422,0.714,0.294,86.0,0.264,0.302,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Bachman,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,73.0,3.73,4.7,85.0,110.0,1.65,4.87
Sam Coonrod,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,227.0,5.96,6.7,138.0,153.0,1.95,6.73
Sam Haggerty,SEA,0.253,0.364,0.341,0.705,0.301,108.0,0.264,0.321,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Hentges,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,86.0,2.64,3.0,63.0,70.0,1.36,3.19
Sam Hilliard,ATL,0.236,0.295,0.431,0.725,0.389,93.0,0.2,0.312,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Huff,TEX,0.256,0.289,0.512,0.801,0.348,113.0,0.23,0.337,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Moll,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,73.0,3.27,4.23,75.0,98.0,1.24,3.97
Samad Taylor,KCR,0.2,0.279,0.267,0.546,0.308,49.0,0.205,0.248,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sammy Long,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,137.0,4.74,5.39,114.0,126.0,1.56,5.11
Sammy Peralta,CHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,94.0,4.41,5.01,99.0,117.0,1.5,4.85
Sandy Alcantara,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,94.0,4.03,4.0,94.0,91.0,1.21,4.24
Sandy Leon,TEX,0.146,0.186,0.195,0.381,0.286,-1.0,0.137,0.173,0.172,18.0,411.0,19.26,12.87,438.0,301.0,1.0,11.25
Santiago Espinal,TOR,0.248,0.31,0.335,0.644,0.285,80.0,0.251,0.285,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sawyer Gipson-Long,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,63.0,3.16,3.76,74.0,88.0,1.1,3.63
Scott Alexander,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,111.0,3.26,3.78,78.0,86.0,1.37,3.75
Scott Barlow,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,100.0,3.42,4.04,80.0,93.0,1.4,3.94
Scott McGough,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,108.0,4.76,3.51,112.0,80.0,1.28,3.49
Sean Bouchard,COL,0.316,0.372,0.684,1.056,0.381,160.0,0.24,0.432,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Hjelle,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,155.0,4.22,4.02,101.0,92.0,1.76,3.85
Sean Manaea,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,105.0,3.9,4.01,93.0,92.0,1.24,3.83
Sean Murphy,ATL,0.251,0.365,0.478,0.844,0.286,129.0,0.272,0.366,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Newcomb,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,73.0,4.06,4.62,97.0,108.0,1.13,4.47
Sean Nolin,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,410.0,12.59,7.78,292.0,178.0,3.0,6.07
Sean Reid-Foley,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,84.0,1.43,2.29,33.0,52.0,1.3,3.0
Seby Zavala,- - -,0.171,0.23,0.314,0.545,0.23,45.0,0.19,0.239,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seiya Suzuki,CHC,0.285,0.357,0.485,0.842,0.341,126.0,0.282,0.358,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seranthony Dominguez,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,86.0,4.84,4.9,108.0,112.0,1.4,4.34
Seth Brown,OAK,0.222,0.286,0.405,0.692,0.27,92.0,0.236,0.298,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seth Lugo,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,86.0,3.83,3.76,89.0,86.0,1.2,3.97
Seth Martinez,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23,123.0,4.42,4.71,105.0,110.0,1.49,4.16
Shane Bieber,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,91.0,3.87,3.96,92.0,92.0,1.23,4.29
Shane Greene,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,4.36,75.0,100.0,1.33,4.75
Shane McClanahan,TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,80.0,3.92,3.84,95.0,90.0,1.18,4.06
Shawn Armstrong,TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,34.0,2.54,3.82,62.0,89.0,0.9,3.41
Shawn Dubin,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,165.0,3.59,3.98,85.0,93.0,1.67,3.64
Shea Langeliers,OAK,0.205,0.268,0.413,0.681,0.246,87.0,0.216,0.29,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shelby Miller,LAD,0.0,0.0,0.0,0.0,0.0,-100.0,0.037,0.0,0.033,1.71,40.0,3.68,4.49,83.0,102.0,0.9,4.14
Shintaro Fujinami,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,175.0,4.61,5.05,110.0,118.0,1.49,4.6
Shohei Ohtani,LAA,0.304,0.412,0.654,1.066,0.342,180.0,0.294,0.433,0.428,3.14,72.0,4.0,3.58,91.0,83.0,1.06,3.66
Silvino Bracho,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,80.0,4.07,6.33,88.0,144.0,1.5,6.2
Simeon Woods Richardson,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,228.0,5.83,5.52,138.0,129.0,2.14,4.83
Slade Cecconi,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,99.0,4.37,4.58,103.0,105.0,1.15,4.35
Sonny Gray,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,66.0,2.83,3.64,67.0,85.0,1.15,3.95
Spencer Horwitz,TOR,0.256,0.341,0.385,0.726,0.346,106.0,0.211,0.322,0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spencer Howard,TEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,247.0,9.56,8.63,217.0,202.0,2.1,6.72
Spencer Patton,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,125.0,6.74,6.8,162.0,159.0,1.54,6.23
Spencer Steer,CIN,0.271,0.356,0.464,0.82,0.318,118.0,0.25,0.355,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spencer Strider,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,87.0,2.85,2.92,66.0,67.0,1.09,2.86
Spencer Torkelson,DET,0.233,0.313,0.446,0.758,0.269,107.0,0.251,0.326,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spencer Turnbull,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,169.0,5.55,5.21,131.0,122.0,1.68,5.24
Spenser Watkins,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38,254.0,8.79,5.85,211.0,136.0,2.08,5.31
Starling Marte,NYM,0.248,0.301,0.324,0.625,0.303,76.0,0.263,0.278,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Nogosek,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,135.0,6.22,5.24,144.0,120.0,1.64,4.68
Steven Cruz,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,112.0,4.76,6.08,112.0,142.0,1.74,5.42
Steven Kwan,CLE,0.268,0.34,0.37,0.71,0.294,100.0,0.282,0.313,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Matz,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,90.0,3.75,3.96,87.0,91.0,1.33,4.19
Steven Okert,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,101.0,4.09,4.24,95.0,97.0,1.26,3.64
Steven Wilson,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,94.0,4.52,5.3,105.0,121.0,1.17,4.46
Stone Garrett,WSN,0.269,0.343,0.457,0.801,0.365,115.0,0.258,0.344,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stuart Fairchild,CIN,0.228,0.321,0.388,0.71,0.306,89.0,0.232,0.312,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Friedl,CIN,0.279,0.352,0.467,0.819,0.308,116.0,0.24,0.353,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Hopkins,CIN,0.171,0.227,0.171,0.398,0.292,6.0,0.171,0.189,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. McFarland,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,129.0,4.46,4.46,103.0,102.0,3.0,3.22
Taijuan Walker,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,100.0,4.53,4.83,101.0,110.0,1.31,4.97
Taj Bradley,TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,137.0,4.79,3.83,116.0,89.0,1.39,3.82
Tanner Banks,CHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,102.0,4.7,4.71,105.0,110.0,1.23,4.23
Tanner Bibee,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,71.0,3.52,4.22,83.0,99.0,1.18,4.19
Tanner Houck,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,110.0,4.43,4.07,103.0,95.0,1.37,4.33
Tanner Rainey,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,7.56,96.0,173.0,2.0,6.37
Tanner Scott,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,53.0,2.17,2.66,50.0,61.0,0.99,2.66
Tarik Skubal,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,65.0,2.0,2.56,47.0,60.0,0.9,2.77
Tayler Saucedo,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,88.0,3.82,4.14,92.0,97.0,1.34,4.13
Tayler Scott,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,131.0,5.75,6.25,135.0,145.0,1.87,4.98
Taylor Clarke,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,134.0,5.07,4.81,119.0,112.0,1.61,4.08
Taylor Hearn,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,258.0,6.32,5.06,146.0,118.0,2.07,4.72
Taylor Kohlwey,SDP,0.154,0.154,0.154,0.308,0.25,-19.0,0.095,0.136,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Motter,STL,0.171,0.232,0.211,0.442,0.289,25.0,0.187,0.204,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Rogers,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,91.0,3.91,4.0,94.0,91.0,1.24,3.67
Taylor Trammell,SEA,0.13,0.286,0.326,0.612,0.143,79.0,0.165,0.279,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Walls,TBR,0.201,0.305,0.333,0.638,0.261,85.0,0.202,0.287,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Ward,LAA,0.253,0.335,0.421,0.756,0.284,107.0,0.252,0.329,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tejay Antone,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,35.0,1.84,2.43,40.0,55.0,0.88,2.71
Teoscar Hernandez,SEA,0.258,0.305,0.435,0.741,0.342,105.0,0.257,0.317,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrin Vavra,BAL,0.245,0.315,0.245,0.56,0.324,64.0,0.254,0.261,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thad Ward,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,145.0,6.68,5.98,151.0,136.0,1.61,5.81
Thairo Estrada,SFG,0.271,0.315,0.416,0.731,0.331,101.0,0.247,0.316,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Hatch,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,93.0,3.71,4.47,85.0,103.0,1.57,4.32
Thomas Pannone,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,154.0,1.38,3.86,31.0,88.0,2.25,3.24
Thyago Vieira,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,5.68,66.0,130.0,0.33,5.67
Tim Anderson,CHW,0.245,0.286,0.296,0.582,0.323,60.0,0.25,0.26,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Herrin,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,132.0,3.87,4.01,92.0,94.0,1.48,3.76
Tim Hill,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,132.0,5.49,4.74,127.0,108.0,1.65,4.31
Tim Locastro,NYM,0.232,0.338,0.393,0.731,0.344,109.0,0.22,0.327,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Mayza,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,36.0,2.6,2.98,60.0,69.0,1.22,3.11
Tom Cosgrove,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,42.0,3.7,4.91,86.0,112.0,0.97,4.32
Tom Murphy,SEA,0.29,0.335,0.538,0.873,0.358,140.0,0.258,0.367,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomas Nido,NYM,0.125,0.153,0.125,0.278,0.179,-24.0,0.165,0.128,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Doyle,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,136.0,6.13,4.92,133.0,112.0,1.52,5.12
Tommy Edman,STL,0.248,0.307,0.399,0.705,0.275,92.0,0.26,0.306,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Henry,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,95.0,4.88,5.4,115.0,123.0,1.36,5.29
Tommy Hunter,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,164.0,5.75,4.69,133.0,107.0,1.39,4.02
Tommy Kahnle,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,63.0,3.97,3.79,92.0,89.0,1.11,3.67
Tommy La Stella,SEA,0.19,0.292,0.238,0.53,0.25,58.0,0.188,0.249,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Milone,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,6.03,7.34,145.0,171.0,1.44,7.57
Tommy Pham,- - -,0.256,0.328,0.446,0.774,0.3,110.0,0.282,0.332,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Gonsolin,LAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,117.0,5.43,5.25,122.0,120.0,1.22,5.05
